@relation steam_transactions

@attribute steamid string
@attribute apps string

@data
"7.656119803620672e+16","{2826690}"
"7.65611980362137e+16","{3292980}"
"7.656119803624125e+16","{308360}"
"7.656119803624192e+16","{3146520}"
"7.656119803625226e+16","{279070}"
"7.65611980362571e+16","{200910}"
"7.65611980362676e+16","{2742040}"
"7.656119803627605e+16","{332880}"
"7.6561198036288e+16","{2882440}"
"7.656119803629554e+16","{2719400}"
"7.656119803630267e+16","{2745380}"
"7.656119803630432e+16","{313080}"
"7.656119803630496e+16","{200210}"
"7.656119803630536e+16","{2923380}"
"7.656119803631646e+16","{291650}"
"7.65611980363199e+16","{22320}"
"7.656119803632338e+16","{274190}"
"7.656119803633558e+16","{332530}"
"7.6561198036344e+16","{316810}"
"7.656119803634525e+16","{205550}"
"7.656119803638232e+16","{206060}"
"7.656119803638358e+16","{2732790}"
"7.656119803640706e+16","{294460}"
"7.65611980364116e+16","{2828320}"
"7.656119803641248e+16","{285190}"
"7.6561198036421e+16","{112100}"
"7.656119803642653e+16","{2840020}"
"7.656119803642755e+16","{104020}"
"7.656119803643749e+16","{255710}"
"7.656119803645434e+16","{3368360}"
"7.656119803645488e+16","{299780}"
"7.656119803646254e+16","{46850}"
"7.656119803646493e+16","{24460}"
"7.65611980364708e+16","{3421930}"
"7.656119803647627e+16","{313080}"
"7.656119803648616e+16","{345020}"
"7.65611980364879e+16","{335660}"
"7.656119803649488e+16","{295590}"
"7.656119803649882e+16","{305920}"
"7.65611980365147e+16","{63640}"
"7.65611980365259e+16","{2693460}"
"7.656119803652942e+16","{2871080}"
"7.656119803653792e+16","{334210}"
"7.65611980365382e+16","{38210,202370,296910,297490,324070,344270,344410}"
"7.65611980365509e+16","{2960540}"
"7.656119803658254e+16","{304430}"
"7.656119803658867e+16","{290970}"
"7.656119803659424e+16","{349510}"
"7.65611980365962e+16","{1670}"
"7.656119803661374e+16","{339400}"
"7.656119803661798e+16","{274480}"
"7.656119803661874e+16","{35310}"
"7.656119803662728e+16","{289440}"
"7.656119803662925e+16","{271860,321160}"
"7.656119803663366e+16","{3410310}"
"7.656119803663475e+16","{2719200}"
"7.656119803663546e+16","{3168590}"
"7.656119803664805e+16","{303800}"
"7.65611980366675e+16","{314010}"
"7.656119803667598e+16","{337960}"
"7.656119803667789e+16","{315340}"
"7.65611980366959e+16","{287120}"
"7.65611980367027e+16","{288790}"
"7.656119803670443e+16","{288470}"
"7.65611980367117e+16","{32160}"
"7.656119803672067e+16","{288260}"
"7.656119803672528e+16","{276220}"
"7.656119803674096e+16","{337820}"
"7.65611980367495e+16","{11040}"
"7.656119803675578e+16","{48700}"
"7.656119803676619e+16","{3359390}"
"7.65611980367691e+16","{2996040}"
"7.656119803677546e+16","{3177970}"
"7.656119803679582e+16","{312640}"
"7.65611980368073e+16","{2725260}"
"7.656119803680829e+16","{287120}"
"7.656119803682136e+16","{3167550}"
"7.656119803682872e+16","{2961530}"
"7.656119803683133e+16","{2804840}"
"7.656119803683547e+16","{39660}"
"7.656119803683768e+16","{2820}"
"7.656119803685896e+16","{299360}"
"7.656119803686026e+16","{311930}"
"7.656119803686981e+16","{3244220}"
"7.656119803687245e+16","{2690610}"
"7.656119803687627e+16","{342350}"
"7.656119803687667e+16","{314370}"
"7.656119803687768e+16","{34420}"
"7.656119803689186e+16","{340800}"
"7.656119803691446e+16","{2971610}"
"7.656119803691866e+16","{3169580}"
"7.656119803695176e+16","{3244220}"
"7.656119803695382e+16","{2850110}"
"7.656119803695472e+16","{39660}"
"7.656119803697133e+16","{2727670}"
"7.656119803697848e+16","{289440}"
"7.656119803699397e+16","{338590}"
"7.65611980369956e+16","{23530}"
"7.656119803699578e+16","{219990}"
"7.65611980370036e+16","{314240}"
"7.65611980370224e+16","{3282460}"
"7.656119803702298e+16","{40100}"
"7.656119803702534e+16","{3158980}"
"7.65611980370382e+16","{204100}"
"7.656119803704165e+16","{314010}"
"7.656119803704458e+16","{307090,2689470}"
"7.656119803706712e+16","{342230}"
"7.65611980370778e+16","{2835570}"
"7.65611980370792e+16","{3150440}"
"7.65611980370801e+16","{2911230}"
"7.656119803708074e+16","{349150,350600}"
"7.656119803709214e+16","{291630,292670}"
"7.656119803710059e+16","{305760}"
"7.656119803711656e+16","{342970,2911390}"
"7.656119803712843e+16","{3096000}"
"7.656119803712982e+16","{264000}"
"7.656119803713814e+16","{313660}"
"7.656119803714595e+16","{2731590}"
"7.656119803715786e+16","{291630,341730}"
"7.656119803716845e+16","{350600}"
"7.656119803717952e+16","{320400}"
"7.656119803720254e+16","{3141340}"
"7.656119803720549e+16","{317530}"
"7.656119803720629e+16","{341750}"
"7.656119803721114e+16","{2880730}"
"7.656119803721141e+16","{340800}"
"7.656119803721854e+16","{274480,289180}"
"7.656119803721973e+16","{39510}"
"7.656119803722058e+16","{3208060}"
"7.656119803722293e+16","{327400}"
"7.656119803727646e+16","{45200}"
"7.656119803728333e+16","{108110}"
"7.656119803730469e+16","{9420,298030}"
"7.656119803730613e+16","{3620}"
"7.656119803730648e+16","{2725260}"
"7.65611980373105e+16","{2820100}"
"7.656119803731491e+16","{12320}"
"7.656119803733422e+16","{3178350}"
"7.656119803733861e+16","{317280}"
"7.656119803734098e+16","{344410}"
"7.656119803735368e+16","{274520}"
"7.65611980373605e+16","{292230}"
"7.656119803736397e+16","{2795500}"
"7.656119803737795e+16","{2725770}"
"7.656119803738104e+16","{3267430}"
"7.656119803739435e+16","{311290}"
"7.656119803740858e+16","{58550}"
"7.656119803741874e+16","{291070}"
"7.65611980374254e+16","{313200}"
"7.65611980374277e+16","{339400}"
"7.656119803742882e+16","{324080}"
"7.656119803742946e+16","{252190}"
"7.656119803743533e+16","{316370}"
"7.65611980374417e+16","{3112260}"
"7.656119803744216e+16","{312300}"
"7.656119803745035e+16","{3398200}"
"7.656119803745235e+16","{2828860}"
"7.656119803746186e+16","{50000}"
"7.656119803747992e+16","{330620,340270}"
"7.656119803748166e+16","{3156770}"
"7.656119803748883e+16","{2857000}"
"7.656119803749205e+16","{273960}"
"7.656119803749518e+16","{2838720}"
"7.656119803750493e+16","{342550}"
"7.656119803751371e+16","{2420}"
"7.656119803751509e+16","{296570}"
"7.65611980375187e+16","{279540}"
"7.656119803751904e+16","{298030}"
"7.656119803752013e+16","{58230}"
"7.656119803752478e+16","{342910}"
"7.656119803752928e+16","{314010}"
"7.656119803752986e+16","{286380}"
"7.656119803753357e+16","{2899320}"
"7.656119803754224e+16","{2698730}"
"7.656119803754256e+16","{2890830}"
"7.656119803754925e+16","{341730}"
"7.656119803755008e+16","{277850}"
"7.656119803756798e+16","{111100}"
"7.656119803757221e+16","{282070}"
"7.656119803758674e+16","{291610}"
"7.656119803758842e+16","{2809920}"
"7.656119803759582e+16","{319740}"
"7.65611980376079e+16","{330270}"
"7.656119803761984e+16","{324070}"
"7.656119803762198e+16","{2943260}"
"7.656119803762258e+16","{46520}"
"7.656119803763149e+16","{334210}"
"7.65611980376388e+16","{3169580}"
"7.656119803763944e+16","{316480}"
"7.656119803764256e+16","{306020,312410}"
"7.656119803764435e+16","{3147430}"
"7.65611980376489e+16","{201070}"
"7.656119803765075e+16","{320040}"
"7.656119803765664e+16","{202730}"
"7.656119803765682e+16","{305760}"
"7.656119803766608e+16","{2816810}"
"7.656119803767531e+16","{2971610}"
"7.656119803768147e+16","{346630}"
"7.656119803768862e+16","{44690}"
"7.656119803769192e+16","{312150}"
"7.65611980376926e+16","{292160}"
"7.656119803769336e+16","{331460}"
"7.656119803769453e+16","{273070}"
"7.656119803771173e+16","{347040}"
"7.656119803772322e+16","{343370}"
"7.656119803773478e+16","{269210}"
"7.656119803773832e+16","{99410}"
"7.656119803775613e+16","{327010}"
"7.656119803777498e+16","{333210}"
"7.656119803777688e+16","{2824660}"
"7.656119803778867e+16","{290970}"
"7.656119803779987e+16","{290970,332710}"
"7.656119803781531e+16","{11020}"
"7.656119803783805e+16","{3070070}"
"7.656119803784509e+16","{2795130}"
"7.656119803788269e+16","{303800}"
"7.656119803788454e+16","{312520}"
"7.65611980378977e+16","{2600}"
"7.656119803790307e+16","{61310}"
"7.656119803790542e+16","{17390}"
"7.656119803791973e+16","{283470,299020,326180}"
"7.65611980379223e+16","{338550}"
"7.65611980379287e+16","{2853810}"
"7.656119803793042e+16","{35800}"
"7.65611980379305e+16","{104020,280220}"
"7.656119803793118e+16","{348810}"
"7.656119803793136e+16","{307270}"
"7.656119803793248e+16","{286690,287390}"
"7.656119803793277e+16","{3217970}"
"7.656119803794398e+16","{3035500}"
"7.656119803795034e+16","{50000}"
"7.656119803795642e+16","{2790330}"
"7.656119803795709e+16","{3337920}"
"7.656119803795898e+16","{223710}"
"7.656119803796917e+16","{570}"
"7.656119803797026e+16","{2842040}"
"7.656119803798003e+16","{3162090}"
"7.65611980379892e+16","{3295250}"
"7.656119803800171e+16","{2807150}"
"7.656119803800838e+16","{34920}"
"7.656119803803634e+16","{107100}"
"7.656119803804378e+16","{3294930}"
"7.656119803804755e+16","{2785120}"
"7.656119803804885e+16","{315340}"
"7.65611980380568e+16","{314370}"
"7.656119803806694e+16","{333930}"
"7.656119803807648e+16","{312410}"
"7.656119803807795e+16","{337650}"
"7.656119803808534e+16","{24780}"
"7.656119803810026e+16","{35450}"
"7.65611980381244e+16","{48700}"
"7.656119803813002e+16","{2849680}"
"7.65611980381359e+16","{3328940}"
"7.656119803813914e+16","{251570}"
"7.656119803814035e+16","{2963880}"
"7.656119803814048e+16","{17410}"
"7.656119803814296e+16","{2904000}"
"7.656119803814493e+16","{325880}"
"7.6561198038146e+16","{111100,302010}"
"7.656119803815634e+16","{1670}"
"7.656119803816014e+16","{3391580}"
"7.65611980381674e+16","{312150}"
"7.656119803816894e+16","{2826890}"
"7.656119803816936e+16","{294100}"
"7.656119803817072e+16","{334140}"
"7.656119803818125e+16","{3397340}"
"7.656119803819312e+16","{286520}"
"7.656119803819763e+16","{279480}"
"7.65611980382022e+16","{2928020}"
"7.656119803820624e+16","{317280}"
"7.656119803820909e+16","{2928520}"
"7.656119803821864e+16","{305920}"
"7.656119803824314e+16","{337850}"
"7.656119803824432e+16","{201420}"
"7.656119803825205e+16","{3361470}"
"7.6561198038276e+16","{341530}"
"7.656119803828024e+16","{340840}"
"7.656119803828514e+16","{2756920}"
"7.656119803828589e+16","{205530}"
"7.656119803828954e+16","{283390}"
"7.656119803829931e+16","{104100}"
"7.656119803830974e+16","{288260}"
"7.65611980383101e+16","{298790,307090,315340,316660,346770}"
"7.656119803835632e+16","{39000}"
"7.656119803836285e+16","{2904890}"
"7.656119803836326e+16","{12810}"
"7.656119803837149e+16","{291030}"
"7.656119803837354e+16","{95700}"
"7.656119803838355e+16","{261110}"
"7.656119803838694e+16","{290060}"
"7.656119803838741e+16","{290970}"
"7.656119803838845e+16","{2851290}"
"7.656119803838882e+16","{2880730}"
"7.65611980383968e+16","{2971610}"
"7.656119803840992e+16","{340800}"
"7.656119803841414e+16","{2940860}"
"7.656119803841482e+16","{296930}"
"7.656119803841843e+16","{2886090}"
"7.656119803841968e+16","{3125890}"
"7.656119803842509e+16","{116120}"
"7.656119803843456e+16","{333930}"
"7.656119803843558e+16","{2707490}"
"7.656119803844906e+16","{337820}"
"7.656119803845238e+16","{304390}"
"7.65611980384555e+16","{2826180}"
"7.656119803845667e+16","{335430}"
"7.656119803846669e+16","{10250,46350,46830}"
"7.656119803846886e+16","{337890}"
"7.656119803847394e+16","{72900}"
"7.65611980384768e+16","{293840}"
"7.65611980384809e+16","{295590}"
"7.65611980384916e+16","{22320}"
"7.656119803849362e+16","{312990}"
"7.656119803850147e+16","{246900}"
"7.656119803850318e+16","{2872830}"
"7.656119803850589e+16","{3312030}"
"7.656119803850608e+16","{48700}"
"7.656119803850613e+16","{333930}"
"7.656119803851627e+16","{9350}"
"7.656119803851717e+16","{7670,47780}"
"7.656119803852205e+16","{349510}"
"7.656119803852608e+16","{39190}"
"7.656119803854013e+16","{12430}"
"7.656119803854766e+16","{331340}"
"7.656119803855182e+16","{46360}"
"7.656119803855211e+16","{315320,315680}"
"7.65611980385572e+16","{2842040}"
"7.656119803857165e+16","{291250}"
"7.656119803857806e+16","{2903160}"
"7.656119803858182e+16","{2794830}"
"7.656119803859762e+16","{334140}"
"7.656119803860478e+16","{271900}"
"7.656119803861568e+16","{108110}"
"7.656119803863099e+16","{311170}"
"7.656119803863659e+16","{261530}"
"7.656119803866331e+16","{310110}"
"7.656119803866458e+16","{3294930}"
"7.656119803866597e+16","{2849080}"
"7.656119803866915e+16","{2823320}"
"7.656119803867827e+16","{291630}"
"7.656119803868536e+16","{206060}"
"7.656119803869603e+16","{2828860}"
"7.656119803870722e+16","{2918410}"
"7.656119803870771e+16","{2720280}"
"7.656119803870854e+16","{337820}"
"7.656119803871182e+16","{205100}"
"7.656119803871302e+16","{294830}"
"7.656119803872331e+16","{345330}"
"7.656119803872702e+16","{2916770}"
"7.656119803872866e+16","{341570}"
"7.656119803873134e+16","{296790}"
"7.656119803873662e+16","{343370}"
"7.656119803874235e+16","{310110}"
"7.656119803874766e+16","{3112260}"
"7.656119803875448e+16","{330470}"
"7.656119803875878e+16","{307090}"
"7.656119803875923e+16","{46830}"
"7.65611980387615e+16","{274480}"
"7.656119803876378e+16","{315340,322980}"
"7.656119803877563e+16","{290060}"
"7.656119803877582e+16","{46360}"
"7.656119803877846e+16","{35310}"
"7.656119803878518e+16","{314320}"
"7.656119803878688e+16","{2766480}"
"7.656119803879075e+16","{319300}"
"7.656119803879251e+16","{302590}"
"7.656119803879344e+16","{3244220}"
"7.656119803879454e+16","{203560}"
"7.656119803879843e+16","{3438630}"
"7.656119803880037e+16","{202730}"
"7.65611980388094e+16","{289180}"
"7.656119803882176e+16","{109200}"
"7.656119803882845e+16","{286380}"
"7.656119803882907e+16","{290060}"
"7.656119803883026e+16","{223710}"
"7.656119803883133e+16","{320090}"
"7.656119803883208e+16","{343370}"
"7.656119803883301e+16","{295590}"
"7.656119803884094e+16","{3147430}"
"7.656119803885179e+16","{333210}"
"7.656119803885832e+16","{336930}"
"7.65611980388613e+16","{322900}"
"7.656119803888046e+16","{341730}"
"7.656119803889275e+16","{2920570}"
"7.656119803889784e+16","{39660}"
"7.656119803890021e+16","{49320}"
"7.656119803890357e+16","{2864500}"
"7.656119803890442e+16","{2812900}"
"7.656119803890678e+16","{2856040,2863090}"
"7.656119803890726e+16","{313730}"
"7.656119803893211e+16","{3159570}"
"7.656119803893832e+16","{337960}"
"7.656119803893866e+16","{332250}"
"7.656119803893994e+16","{330270}"
"7.65611980389402e+16","{314320}"
"7.656119803894752e+16","{297720}"
"7.656119803896341e+16","{58550,104000,203560,274480}"
"7.656119803897762e+16","{297370,330500,336230}"
"7.656119803898602e+16","{2837710}"
"7.656119803899123e+16","{314560}"
"7.656119803899146e+16","{325300}"
"7.656119803899387e+16","{296930}"
"7.656119803899739e+16","{38210}"
"7.656119803900043e+16","{333640}"
"7.656119803900414e+16","{301730}"
"7.656119803900611e+16","{325110}"
"7.656119803900632e+16","{349510}"
"7.656119803900874e+16","{302590}"
"7.656119803901467e+16","{330620}"
"7.65611980390166e+16","{341530}"
"7.656119803902267e+16","{329320}"
"7.656119803902728e+16","{314010,327210}"
"7.656119803902949e+16","{2788740}"
"7.656119803903475e+16","{205550}"
"7.656119803905187e+16","{297720,327010}"
"7.656119803905422e+16","{273820}"
"7.656119803905862e+16","{342100}"
"7.656119803906643e+16","{99900}"
"7.65611980390741e+16","{321400}"
"7.656119803908021e+16","{334210}"
"7.656119803908421e+16","{11130,277560,289840}"
"7.656119803908872e+16","{317530}"
"7.65611980390892e+16","{2865580}"
"7.656119803911098e+16","{330770,3356750}"
"7.6561198039111e+16","{331760}"
"7.656119803911122e+16","{3356790}"
"7.656119803911458e+16","{116120}"
"7.656119803911917e+16","{3108510}"
"7.65611980391206e+16","{2693730}"
"7.656119803912086e+16","{34420}"
"7.656119803912266e+16","{314220}"
"7.656119803912578e+16","{2942780}"
"7.656119803913691e+16","{312300}"
"7.656119803914686e+16","{281560}"
"7.656119803915339e+16","{2934010}"
"7.656119803915498e+16","{294100}"
"7.656119803915949e+16","{2756920,2943280}"
"7.656119803917218e+16","{27940}"
"7.65611980391866e+16","{2884190}"
"7.656119803921331e+16","{62100}"
"7.656119803921914e+16","{2928520}"
"7.656119803922624e+16","{286690}"
"7.656119803922989e+16","{335690}"
"7.656119803923877e+16","{329190}"
"7.656119803924947e+16","{287120}"
"7.656119803925618e+16","{2799360}"
"7.656119803925701e+16","{2834600}"
"7.656119803926024e+16","{46400}"
"7.656119803926194e+16","{333930}"
"7.656119803926968e+16","{2719160}"
"7.656119803927267e+16","{104100}"
"7.656119803927621e+16","{202370}"
"7.656119803928216e+16","{104100}"
"7.65611980393164e+16","{294830}"
"7.656119803931677e+16","{3169580}"
"7.656119803931883e+16","{330270}"
"7.65611980393428e+16","{342230}"
"7.656119803934416e+16","{7650}"
"7.656119803934989e+16","{2903950}"
"7.656119803935045e+16","{22320}"
"7.656119803935515e+16","{9800}"
"7.656119803935765e+16","{116120}"
"7.656119803935832e+16","{3147430}"
"7.656119803935834e+16","{2926270}"
"7.656119803936203e+16","{44690}"
"7.656119803936442e+16","{2701660}"
"7.656119803936637e+16","{3099000}"
"7.656119803937107e+16","{350600}"
"7.6561198039373e+16","{325430}"
"7.65611980393808e+16","{340450}"
"7.656119803938576e+16","{3418640}"
"7.656119803939099e+16","{2843750}"
"7.65611980393941e+16","{342350}"
"7.656119803939632e+16","{313080}"
"7.656119803939922e+16","{3398200,3413110}"
"7.656119803940282e+16","{3099000}"
"7.656119803940432e+16","{346770}"
"7.65611980394058e+16","{46790}"
"7.65611980394125e+16","{4780}"
"7.65611980394196e+16","{2928020}"
"7.656119803942045e+16","{282070}"
"7.656119803942197e+16","{3361470}"
"7.656119803942234e+16","{338290}"
"7.656119803942576e+16","{299780}"
"7.65611980394303e+16","{293860}"
"7.656119803943382e+16","{3169580}"
"7.656119803944702e+16","{296910}"
"7.656119803945064e+16","{330620}"
"7.656119803945864e+16","{48700}"
"7.656119803946291e+16","{291650}"
"7.656119803946688e+16","{294460}"
"7.656119803947214e+16","{3178350}"
"7.656119803947304e+16","{2831060}"
"7.656119803947557e+16","{2835190,3196110,3320880,3384180,3408470,3416450}"
"7.656119803947896e+16","{322330}"
"7.656119803947942e+16","{310970}"
"7.656119803948736e+16","{292760}"
"7.65611980395081e+16","{310970}"
"7.65611980395149e+16","{309900}"
"7.656119803951509e+16","{274480}"
"7.656119803952357e+16","{3261100}"
"7.656119803952674e+16","{32740}"
"7.656119803952699e+16","{303800}"
"7.65611980395302e+16","{108710}"
"7.656119803953419e+16","{344810}"
"7.656119803954072e+16","{252190}"
"7.65611980395449e+16","{3201310}"
"7.65611980395591e+16","{2716400}"
"7.656119803955934e+16","{2993720}"
"7.65611980395622e+16","{1510}"
"7.656119803956536e+16","{3070070}"
"7.656119803957382e+16","{2812910}"
"7.656119803957571e+16","{3213430}"
