@relation steam_transactions

@attribute steamid string
@attribute apps string

@data
"7.656119813260725e+16","{3308550}"
"7.656119813261979e+16","{15400}"
"7.656119813262902e+16","{44600}"
"7.65611981326397e+16","{2903950}"
"7.656119813264058e+16","{3166490,3217050,3410600}"
"7.656119813269064e+16","{3361470}"
"7.656119813270202e+16","{3059070}"
"7.656119813270715e+16","{3620}"
"7.65611981327078e+16","{319780}"
"7.656119813271098e+16","{2741390}"
"7.656119813274042e+16","{281990}"
"7.656119813274421e+16","{2698460}"
"7.65611981327755e+16","{301910}"
"7.656119813277747e+16","{46400}"
"7.65611981328111e+16","{96000,288670}"
"7.656119813281491e+16","{47110,47120}"
"7.656119813282405e+16","{330620}"
"7.656119813282502e+16","{335200}"
"7.656119813284848e+16","{3186760}"
"7.656119813285507e+16","{347690}"
"7.6561198132869e+16","{3167550}"
"7.656119813288013e+16","{342350}"
"7.65611981328816e+16","{2794830}"
"7.656119813289182e+16","{2689470}"
"7.656119813289726e+16","{282140}"
"7.656119813291512e+16","{22320}"
"7.65611981329315e+16","{3418640}"
"7.656119813293424e+16","{19200}"
"7.656119813294365e+16","{302830}"
"7.65611981329572e+16","{3029820}"
"7.656119813296672e+16","{291030}"
"7.656119813297154e+16","{4780}"
"7.656119813298251e+16","{321030}"
"7.6561198132992e+16","{344810}"
"7.656119813299802e+16","{348290}"
"7.65611981330051e+16","{3266590}"
"7.656119813301163e+16","{67000}"
"7.656119813303272e+16","{323780}"
"7.656119813304454e+16","{293860}"
"7.656119813305155e+16","{264000}"
"7.656119813305163e+16","{2816590}"
"7.656119813307707e+16","{279540}"
"7.656119813308502e+16","{339400}"
"7.656119813309757e+16","{17520}"
"7.65611981331186e+16","{331390}"
"7.656119813314722e+16","{293860}"
"7.656119813318578e+16","{292000}"
"7.656119813318912e+16","{3156770}"
"7.656119813323706e+16","{307760}"
"7.65611981332482e+16","{2925510}"
"7.656119813333869e+16","{325430}"
"7.65611981333406e+16","{304410}"
"7.656119813336563e+16","{1510}"
"7.65611981334054e+16","{299360}"
"7.656119813340816e+16","{250900}"
"7.656119813342182e+16","{2725260}"
"7.656119813345334e+16","{2709530}"
"7.65611981334598e+16","{203560}"
"7.656119813348746e+16","{109600}"
"7.656119813357829e+16","{2948230,3355110}"
"7.6561198133586e+16","{7670}"
"7.656119813361483e+16","{274900}"
"7.65611981336285e+16","{51000}"
"7.65611981336287e+16","{315830}"
"7.656119813367514e+16","{6210}"
"7.656119813368666e+16","{202410}"
"7.656119813368864e+16","{347690}"
"7.656119813369482e+16","{3169580}"
"7.656119813371498e+16","{317400}"
"7.656119813371523e+16","{2924820}"
"7.656119813372315e+16","{2788520}"
"7.656119813372917e+16","{223710}"
"7.656119813372931e+16","{331650}"
"7.656119813374005e+16","{291910}"
"7.656119813380312e+16","{338980}"
"7.656119813381267e+16","{257730}"
"7.6561198133831e+16","{3210720}"
"7.656119813384251e+16","{317530}"
"7.656119813384266e+16","{324080}"
"7.656119813384304e+16","{346250}"
"7.656119813384598e+16","{314010,315080}"
"7.656119813385123e+16","{2709870}"
"7.656119813385802e+16","{294100}"
"7.656119813387154e+16","{2962570}"
"7.65611981338721e+16","{94400}"
"7.656119813389555e+16","{3304570}"
"7.656119813390238e+16","{2768430}"
"7.656119813394237e+16","{2715660}"
"7.65611981339535e+16","{2796510}"
"7.6561198133956e+16","{335240}"
"7.656119813395755e+16","{290770}"
"7.656119813395917e+16","{297130}"
"7.656119813396243e+16","{329320}"
"7.656119813396354e+16","{3025290}"
"7.656119813396854e+16","{3091990}"
"7.656119813397054e+16","{2891870}"
"7.656119813397259e+16","{302010}"
"7.656119813397829e+16","{3146520}"
"7.65611981340071e+16","{2828860}"
"7.6561198134017e+16","{335820}"
"7.656119813401707e+16","{294830}"
"7.656119813402434e+16","{99900}"
"7.656119813403958e+16","{2951770}"
"7.656119813405037e+16","{2920570}"
"7.6561198134061e+16","{286100}"
"7.656119813406312e+16","{237310}"
"7.656119813406438e+16","{3146520}"
"7.656119813407531e+16","{332830}"
"7.656119813408307e+16","{312540}"
"7.656119813408413e+16","{2735110}"
"7.656119813408597e+16","{17570}"
"7.656119813410664e+16","{298240}"
"7.656119813414771e+16","{322290}"
"7.656119813414952e+16","{281060}"
"7.656119813421061e+16","{321560}"
"7.656119813421934e+16","{282760,341730}"
"7.656119813423816e+16","{3434850}"
"7.656119813430178e+16","{331460}"
"7.656119813430272e+16","{9880}"
"7.656119813430384e+16","{2794830}"
"7.656119813430758e+16","{2964540}"
"7.656119813432837e+16","{2881800}"
"7.65611981343358e+16","{3263320}"
"7.6561198134367e+16","{38210}"
"7.65611981343946e+16","{2850830}"
"7.656119813439877e+16","{307090}"
"7.656119813444194e+16","{3404410,3448240}"
"7.656119813444638e+16","{327740}"
"7.656119813445542e+16","{2722570,2724630}"
"7.656119813445864e+16","{22330}"
"7.656119813446326e+16","{282860}"
"7.656119813449376e+16","{2697390}"
"7.656119813450358e+16","{2843640}"
"7.656119813452578e+16","{3147430}"
"7.656119813453976e+16","{202410,336090,350610}"
"7.656119813454429e+16","{2689120}"
"7.656119813455056e+16","{2828590}"
"7.65611981345795e+16","{2895090}"
"7.656119813461054e+16","{311490,336630}"
"7.656119813462408e+16","{2794830}"
"7.656119813466237e+16","{331760}"
"7.656119813467475e+16","{19200}"
"7.656119813467646e+16","{293920}"
"7.656119813467834e+16","{2695490}"
"7.656119813473949e+16","{2928520}"
"7.656119813474014e+16","{3272140}"
"7.65611981347453e+16","{39500}"
"7.656119813478653e+16","{3439000}"
"7.656119813479949e+16","{296930}"
"7.656119813481867e+16","{333210}"
"7.656119813482315e+16","{2923180}"
"7.656119813483558e+16","{341530}"
"7.656119813483736e+16","{339400}"
"7.656119813485918e+16","{2904890}"
"7.656119813489096e+16","{312300}"
"7.656119813491194e+16","{305760}"
"7.656119813492242e+16","{291070}"
"7.65611981349309e+16","{291070}"
"7.656119813493246e+16","{333640}"
"7.65611981349338e+16","{342260}"
"7.656119813495091e+16","{2724600}"
"7.656119813496568e+16","{321330}"
"7.656119813499414e+16","{342550}"
"7.656119813500731e+16","{2889780}"
"7.656119813501077e+16","{296730}"
"7.65611981350194e+16","{250900}"
"7.656119813506325e+16","{304500}"
"7.656119813508643e+16","{2776780}"
"7.656119813511749e+16","{337320}"
"7.656119813512046e+16","{302390}"
"7.656119813513285e+16","{16730}"
"7.656119813513656e+16","{337630}"
"7.656119813513723e+16","{340440}"
"7.656119813514309e+16","{283840,284180,296730,315610,335200}"
"7.656119813515582e+16","{2863050}"
"7.65611981351846e+16","{42230}"
"7.656119813520925e+16","{3361470}"
"7.656119813523306e+16","{50620}"
"7.656119813525942e+16","{3361470}"
"7.656119813526115e+16","{341510}"
"7.656119813527178e+16","{2835570}"
"7.65611981352798e+16","{2816420}"
"7.656119813531469e+16","{3278680}"
"7.65611981353319e+16","{3282210}"
"7.656119813534094e+16","{3035500}"
"7.656119813540573e+16","{104020}"
"7.656119813542021e+16","{2739630}"
"7.656119813542798e+16","{2754380}"
"7.656119813543992e+16","{330270}"
"7.656119813545645e+16","{104000}"
"7.656119813548683e+16","{22340}"
"7.656119813549302e+16","{2793710}"
"7.6561198135506e+16","{327490}"
"7.65611981355066e+16","{2866430}"
"7.656119813551526e+16","{333640}"
"7.656119813552214e+16","{289060}"
"7.656119813553683e+16","{271570}"
"7.656119813553872e+16","{42500}"
"7.656119813556672e+16","{278360}"
"7.656119813557578e+16","{271860}"
"7.656119813559803e+16","{3323500}"
"7.656119813560514e+16","{335240}"
"7.656119813561045e+16","{310950}"
"7.656119813561288e+16","{24880}"
"7.656119813563995e+16","{41500}"
"7.656119813566466e+16","{203560}"
"7.656119813566678e+16","{248570}"
"7.656119813567782e+16","{2840190}"
"7.656119813570085e+16","{238430}"
"7.656119813570298e+16","{311290}"
"7.656119813571163e+16","{108710,304240,2963880}"
"7.656119813573982e+16","{331470}"
"7.656119813574544e+16","{2840190}"
"7.656119813575667e+16","{342550}"
"7.65611981357741e+16","{2949300}"
"7.656119813577701e+16","{40100}"
"7.65611981357773e+16","{338170}"
"7.656119813578187e+16","{105600}"
"7.65611981358139e+16","{2707320}"
"7.656119813581928e+16","{2713760}"
"7.656119813582112e+16","{336770}"
"7.656119813585272e+16","{3150440}"
"7.656119813586736e+16","{2820820}"
"7.656119813587189e+16","{8970,29160,2824580}"
"7.656119813587221e+16","{3070070}"
"7.656119813588397e+16","{341800}"
"7.65611981358869e+16","{17740}"
"7.656119813588826e+16","{311040}"
"7.65611981359005e+16","{285310}"
"7.656119813590195e+16","{2706290}"
"7.656119813590734e+16","{287580}"
"7.656119813591845e+16","{315210}"
"7.656119813593899e+16","{307760}"
"7.656119813595432e+16","{3343950}"
"7.656119813596698e+16","{311690}"
"7.656119813596733e+16","{269210}"
"7.656119813596795e+16","{2698940}"
"7.656119813597318e+16","{2926550}"
"7.656119813598238e+16","{3540}"
"7.656119813598542e+16","{296280}"
"7.656119813598925e+16","{234330}"
"7.656119813599125e+16","{3290710}"
"7.656119813606118e+16","{57690}"
"7.656119813607144e+16","{109600}"
"7.65611981360763e+16","{3122170}"
"7.656119813607832e+16","{3147430}"
"7.656119813608117e+16","{2897240}"
"7.656119813608765e+16","{44690,273750}"
"7.65611981360971e+16","{288790}"
"7.656119813614475e+16","{322210}"
"7.656119813614843e+16","{2708280}"
"7.656119813615221e+16","{2842090}"
"7.656119813617238e+16","{312610}"
"7.656119813621499e+16","{340800}"
"7.656119813622107e+16","{316080}"
"7.656119813622338e+16","{3217970}"
"7.656119813622483e+16","{2790330}"
"7.656119813625306e+16","{334210}"
"7.656119813626576e+16","{3175860}"
"7.656119813627838e+16","{3091340}"
"7.656119813628059e+16","{3160280}"
"7.656119813628938e+16","{292000}"
"7.656119813629965e+16","{3116640}"
"7.656119813631813e+16","{2693060}"
"7.656119813634178e+16","{300220}"
"7.656119813636613e+16","{2788600}"
"7.656119813639562e+16","{346780}"
"7.656119813640242e+16","{283840}"
"7.656119813644594e+16","{19200}"
"7.656119813646355e+16","{3416560}"
"7.6561198136469e+16","{2852980}"
"7.656119813647582e+16","{46360}"
"7.656119813648522e+16","{343120}"
"7.656119813648603e+16","{2722380,2898310,3145860,3446750}"
"7.656119813651976e+16","{306760}"
"7.656119813653974e+16","{2698780}"
"7.656119813654594e+16","{307590}"
"7.656119813654867e+16","{313340}"
"7.656119813654966e+16","{2715790}"
"7.656119813656376e+16","{204880}"
"7.656119813656627e+16","{2909110}"
"7.656119813656867e+16","{317280}"
"7.65611981365807e+16","{322900}"
"7.656119813659624e+16","{2794830,3167550,3308550}"
"7.656119813660432e+16","{317400}"
"7.656119813660682e+16","{314010}"
"7.656119813662694e+16","{320090}"
"7.65611981366452e+16","{2709120}"
"7.656119813668438e+16","{314410}"
"7.656119813669582e+16","{340270}"
"7.65611981367066e+16","{99900}"
"7.656119813671917e+16","{290970}"
"7.65611981367211e+16","{300300}"
"7.656119813672707e+16","{3416070}"
"7.656119813673275e+16","{18820}"
"7.656119813675861e+16","{303430}"
"7.656119813676741e+16","{319280}"
"7.656119813677382e+16","{332530}"
"7.656119813677531e+16","{3059070}"
"7.656119813679072e+16","{3328700}"
"7.656119813685074e+16","{65980}"
"7.65611981368706e+16","{3371240}"
"7.65611981368777e+16","{3356790}"
"7.6561198136909e+16","{317400}"
"7.656119813692818e+16","{273110}"
"7.656119813693094e+16","{331390}"
"7.656119813694005e+16","{2794830}"
"7.656119813696035e+16","{200260}"
"7.656119813696848e+16","{3920}"
"7.656119813696896e+16","{2852210}"
"7.656119813696942e+16","{286380}"
"7.656119813697686e+16","{336440}"
"7.656119813699166e+16","{291630}"
"7.656119813699198e+16","{350600}"
"7.656119813699392e+16","{283330}"
"7.656119813700878e+16","{349240}"
"7.656119813702646e+16","{304240}"
"7.656119813705976e+16","{109600}"
"7.656119813706293e+16","{283390}"
"7.656119813707933e+16","{298240}"
"7.656119813710267e+16","{297920}"
"7.656119813711965e+16","{22340}"
"7.656119813712542e+16","{2720950}"
"7.656119813712818e+16","{2706290}"
"7.65611981371425e+16","{3331320}"
"7.656119813715246e+16","{3375310}"
"7.656119813717869e+16","{273750}"
"7.656119813719453e+16","{302590}"
"7.65611981372007e+16","{264000}"
"7.65611981372012e+16","{327210}"
"7.656119813720998e+16","{3147890}"
"7.656119813722182e+16","{282440}"
"7.65611981372451e+16","{2686950}"
"7.656119813724904e+16","{111000}"
"7.656119813728405e+16","{32740}"
"7.656119813728587e+16","{288790,292620,296730,299100,302950,305480,305490,320120,322030,325320,330470,331340,335570,338550,339470,340200,340720,341510,342650,344270,346950,347040,347790,2901870}"
"7.656119813729995e+16","{314420}"
"7.656119813730104e+16","{305070}"
"7.656119813730958e+16","{2795060}"
"7.656119813733998e+16","{3193800}"
"7.65611981373493e+16","{34440,34450,34460}"
"7.656119813735717e+16","{2842040}"
"7.65611981373623e+16","{305760}"
"7.656119813737784e+16","{343320}"
"7.656119813739149e+16","{291910}"
"7.656119813742013e+16","{349510}"
"7.656119813742678e+16","{314650}"
"7.656119813742746e+16","{348620}"
"7.656119813743469e+16","{3439000}"
"7.656119813743674e+16","{319740}"
"7.656119813744397e+16","{334230}"
"7.65611981374741e+16","{349840}"
"7.656119813750552e+16","{298240}"
"7.656119813751334e+16","{305920}"
"7.656119813752891e+16","{12590}"
"7.656119813753696e+16","{2806890}"
"7.6561198137591e+16","{3292980}"
"7.656119813761918e+16","{290870}"
"7.656119813763424e+16","{25000}"
"7.656119813763757e+16","{298240}"
"7.656119813764467e+16","{298140}"
"7.656119813765896e+16","{337450}"
"7.65611981376712e+16","{274190}"
"7.656119813772872e+16","{6040}"
"7.656119813775918e+16","{322330}"
"7.65611981377698e+16","{204450}"
"7.656119813778123e+16","{304240}"
"7.656119813778246e+16","{339280}"
"7.656119813779322e+16","{3091340}"
"7.656119813781078e+16","{274480}"
"7.656119813781858e+16","{324470}"
"7.65611981378221e+16","{2831060}"
"7.656119813782933e+16","{39000}"
"7.656119813784342e+16","{2993720}"
"7.656119813784491e+16","{339400}"
"7.6561198137859e+16","{316080}"
"7.656119813787683e+16","{307760}"
"7.656119813791002e+16","{10680}"
"7.656119813791925e+16","{333210}"
"7.656119813796171e+16","{342100}"
"7.656119813799765e+16","{293920}"
"7.65611981379991e+16","{305920}"
"7.656119813799986e+16","{3035500}"
"7.656119813800067e+16","{311930}"
"7.656119813800803e+16","{3156770}"
"7.656119813800837e+16","{293860}"
"7.65611981380176e+16","{311690}"
"7.656119813802813e+16","{308360,316080}"
"7.656119813804592e+16","{334210}"
"7.656119813806224e+16","{339400}"
"7.656119813806744e+16","{336440}"
"7.656119813810024e+16","{12390}"
"7.656119813810117e+16","{350480}"
"7.656119813810571e+16","{303430}"
"7.656119813811147e+16","{313080}"
"7.656119813814608e+16","{78000}"
"7.656119813815587e+16","{335430}"
"7.656119813815803e+16","{3402530}"
"7.656119813817986e+16","{327390}"
"7.656119813818626e+16","{6040}"
"7.656119813820109e+16","{275850}"
"7.6561198138213e+16","{313390}"
"7.656119813821845e+16","{274190}"
"7.656119813821954e+16","{339400}"
"7.656119813822027e+16","{200210}"
"7.65611981382205e+16","{3197050}"
"7.656119813825798e+16","{2856100}"
"7.656119813826226e+16","{299780}"
"7.656119813828547e+16","{95700,346250}"
"7.656119813828821e+16","{2882620}"
"7.656119813830256e+16","{295790}"
"7.656119813831086e+16","{13600}"
"7.656119813831405e+16","{34820}"
"7.656119813833715e+16","{107410}"
"7.656119813836083e+16","{2693930}"
"7.65611981383612e+16","{283580}"
"7.656119813838768e+16","{8970}"
"7.656119813840824e+16","{26900}"
"7.656119813840957e+16","{234330}"
"7.656119813843797e+16","{46400}"
"7.656119813844075e+16","{290100}"
"7.656119813844814e+16","{2835570}"
"7.65611981384503e+16","{3320100}"
"7.656119813845602e+16","{313360}"
"7.656119813845923e+16","{206060}"
"7.656119813847082e+16","{314010}"
"7.65611981384744e+16","{310110}"
"7.656119813848611e+16","{2690090}"
"7.656119813849934e+16","{3290710}"
"7.656119813853662e+16","{6210}"
"7.656119813854011e+16","{3311740}"
"7.65611981385561e+16","{332250}"
"7.656119813856357e+16","{346090}"
"7.656119813858702e+16","{290440}"
"7.656119813859878e+16","{3002850}"
"7.656119813861744e+16","{297130}"
"7.656119813863411e+16","{309900}"
"7.656119813863851e+16","{313040}"
"7.656119813864262e+16","{324470}"
"7.656119813865738e+16","{1670}"
"7.656119813866312e+16","{2824660}"
"7.656119813868656e+16","{2756920}"
"7.65611981387071e+16","{307980}"
"7.656119813872107e+16","{3021100}"
"7.656119813872747e+16","{2789460}"
"7.656119813873718e+16","{324160}"
"7.656119813876438e+16","{3389120}"
"7.656119813883126e+16","{294100}"
"7.65611981388351e+16","{336440}"
"7.65611981388898e+16","{2878980}"
"7.656119813889005e+16","{275290}"
"7.656119813889235e+16","{3244210}"
"7.656119813889592e+16","{3213430}"
"7.656119813890094e+16","{27200}"
"7.656119813892005e+16","{294730}"
"7.656119813894307e+16","{286380}"
"7.656119813895971e+16","{343370}"
"7.656119813896454e+16","{2756920}"
"7.656119813896798e+16","{317280}"
"7.656119813896918e+16","{3290710}"
"7.656119813896939e+16","{342350}"
"7.656119813896982e+16","{3122170}"
"7.656119813897307e+16","{2843640}"
"7.656119813897766e+16","{325370}"
"7.656119813899718e+16","{343320}"
"7.656119813899974e+16","{312520}"
"7.656119813907418e+16","{290440}"
"7.65611981390794e+16","{223710}"
"7.656119813912454e+16","{2880730}"
"7.656119813912762e+16","{2797340,2834600}"
"7.656119813913461e+16","{334210,350600}"
"7.656119813914992e+16","{2832390}"
"7.65611981391586e+16","{347690}"
"7.656119813916643e+16","{2600}"
"7.656119813917946e+16","{333930}"
"7.656119813918482e+16","{307760,337970}"
"7.6561198139194e+16","{324470}"
"7.65611981391948e+16","{224260}"
"7.656119813922515e+16","{42960}"
"7.656119813929414e+16","{350530}"
"7.6561198139305e+16","{2520}"
"7.65611981393064e+16","{3021850}"
"7.656119813930944e+16","{305620}"
"7.656119813932822e+16","{288790,291630,292670,313200,320120,335660,340270,341700,345650,348870}"
"7.656119813933168e+16","{108710}"
"7.656119813934832e+16","{286100}"
"7.656119813935755e+16","{3244220}"
"7.656119813937517e+16","{2816870}"
"7.656119813938062e+16","{227300}"
"7.656119813939462e+16","{346010}"
"7.65611981393992e+16","{297720}"
"7.656119813940214e+16","{290970}"
"7.656119813940795e+16","{312540}"
"7.656119813943669e+16","{3126330}"
"7.656119813947618e+16","{206060}"
"7.656119813948587e+16","{322980}"
"7.656119813952539e+16","{16030}"
"7.656119813952859e+16","{3263320}"
"7.656119813953526e+16","{312990}"
"7.656119813955032e+16","{333930}"
"7.656119813955408e+16","{109600}"
"7.65611981395621e+16","{38210}"
"7.656119813957749e+16","{204340}"
"7.656119813958362e+16","{288470,3263320}"
"7.656119813958387e+16","{3320}"
"7.656119813961542e+16","{200080}"
"7.656119813963931e+16","{47110}"
"7.656119813964074e+16","{2739630}"
"7.656119813965917e+16","{298140}"
"7.65611981396681e+16","{3540}"
"7.656119813967035e+16","{2877540}"
"7.656119813967698e+16","{317400}"
"7.656119813968011e+16","{350600}"
"7.656119813970645e+16","{3166590}"
"7.656119813972822e+16","{295870}"
"7.656119813973446e+16","{2795640}"
"7.656119813973722e+16","{290460}"
"7.656119813974069e+16","{99900}"
"7.656119813976029e+16","{299360}"
"7.656119813980448e+16","{12320}"
"7.656119813980531e+16","{3151160}"
"7.656119813982957e+16","{2899250}"
"7.65611981398314e+16","{297490}"
"7.656119813985822e+16","{329110}"
"7.656119813987142e+16","{281080}"
"7.656119813989357e+16","{17510}"
"7.65611981399056e+16","{2922410}"
"7.656119813994133e+16","{336440}"
"7.656119813995126e+16","{335430}"
"7.656119813995366e+16","{2828860}"
"7.656119814001162e+16","{286200,2728950,3379650}"
"7.656119814004592e+16","{283840}"
"7.656119814004731e+16","{2963880}"
"7.656119814007085e+16","{2827570}"
"7.656119814007827e+16","{2824660}"
"7.656119814012134e+16","{3345820}"
"7.656119814013504e+16","{17520}"
"7.65611981401392e+16","{324470}"
"7.656119814014632e+16","{2709940}"
"7.656119814015136e+16","{2620,204360,292230}"
"7.656119814015611e+16","{298110}"
"7.656119814016501e+16","{9480,41000}"
"7.656119814016763e+16","{8400,2784620}"
"7.65611981401705e+16","{2694420}"
"7.656119814020722e+16","{3350,3480}"
"7.656119814020858e+16","{237310}"
"7.65611981402425e+16","{2688950}"
"7.656119814025208e+16","{311040}"
"7.656119814028205e+16","{307350}"
"7.656119814028837e+16","{17510}"
"7.656119814029941e+16","{332200,345390}"
"7.656119814029986e+16","{297370,332880,347660}"
"7.656119814031554e+16","{40800}"
"7.656119814033434e+16","{2826180}"
"7.656119814039248e+16","{338530}"
"7.656119814042706e+16","{2719160}"
"7.656119814043994e+16","{330270}"
"7.656119814044256e+16","{342350}"
"7.656119814047371e+16","{3540}"
"7.656119814047808e+16","{3371240}"
"7.656119814048378e+16","{33600}"
"7.656119814053053e+16","{2698590,2701050}"
"7.656119814053147e+16","{3087650}"
"7.65611981405723e+16","{35310}"
"7.656119814063275e+16","{323850}"
"7.656119814065163e+16","{2280}"
"7.65611981406622e+16","{4230}"
"7.65611981406776e+16","{279920}"
"7.656119814068618e+16","{24780}"
"7.656119814069182e+16","{3319980}"
"7.656119814070782e+16","{286240}"
"7.656119814071107e+16","{2739630}"
"7.65611981407232e+16","{286160}"
"7.656119814074331e+16","{202730}"
"7.656119814074557e+16","{335240}"
"7.656119814075611e+16","{321560}"
"7.656119814076938e+16","{2852260}"
"7.656119814078003e+16","{255710}"
"7.656119814078414e+16","{312990}"
"7.656119814081013e+16","{2695490}"
"7.656119814083488e+16","{350600}"
"7.656119814085914e+16","{39690,65610}"
"7.65611981408612e+16","{2933080}"
"7.656119814091694e+16","{2860150}"
"7.65611981409265e+16","{328550}"
"7.656119814093349e+16","{2420}"
"7.656119814097838e+16","{200210}"
"7.6561198141037e+16","{305760}"
"7.6561198141051e+16","{315210}"
"7.656119814105595e+16","{204450}"
"7.656119814106672e+16","{25700}"
"7.656119814107454e+16","{17570}"
"7.65611981410775e+16","{320240}"
"7.656119814108109e+16","{109600}"
"7.656119814109456e+16","{329190}"
"7.656119814109906e+16","{3320}"
"7.656119814110331e+16","{2826690}"
"7.656119814110542e+16","{288630}"
"7.656119814110758e+16","{289180}"
"7.656119814111771e+16","{295730}"
"7.656119814111923e+16","{333640}"
"7.656119814112822e+16","{334230}"
"7.656119814114688e+16","{312600}"
"7.656119814114962e+16","{3370520}"
"7.656119814114982e+16","{2845560}"
"7.656119814115933e+16","{319250}"
"7.656119814116149e+16","{3227420}"
"7.6561198141169e+16","{307090}"
"7.656119814117037e+16","{227300}"
"7.656119814117186e+16","{39000}"
"7.656119814117758e+16","{17520}"
"7.656119814118098e+16","{2894820}"
"7.656119814118776e+16","{342350}"
"7.656119814119346e+16","{318260}"
"7.656119814119398e+16","{271570}"
"7.656119814119835e+16","{342480}"
"7.65611981412103e+16","{299360}"
"7.656119814123214e+16","{329110}"
"7.656119814124355e+16","{10270}"
"7.656119814127915e+16","{2900670}"
"7.656119814128814e+16","{294460}"
"7.656119814130149e+16","{3359390}"
"7.656119814131605e+16","{345030}"
"7.656119814135035e+16","{284180}"
"7.656119814135574e+16","{2708570}"
"7.656119814135997e+16","{316080}"
"7.656119814137571e+16","{2600}"
"7.656119814139277e+16","{345030}"
"7.656119814140486e+16","{320120,340270}"
"7.656119814143058e+16","{3244220,3410310}"
"7.656119814144806e+16","{1670}"
"7.656119814145662e+16","{273750}"
"7.656119814145994e+16","{290000}"
"7.656119814147992e+16","{3244220}"
"7.656119814148114e+16","{332540}"
"7.656119814149005e+16","{292230}"
"7.656119814149909e+16","{3263320}"
"7.656119814151213e+16","{32120}"
"7.656119814152283e+16","{2831320}"
"7.65611981415266e+16","{2915660}"
"7.656119814152762e+16","{330620,3287300}"
"7.656119814152986e+16","{325160}"
"7.656119814153034e+16","{6060}"
"7.656119814153349e+16","{316480}"
"7.656119814154011e+16","{3166590}"
"7.656119814154734e+16","{2963880}"
"7.65611981416435e+16","{315210}"
"7.656119814164965e+16","{273110}"
"7.656119814165418e+16","{248570}"
"7.656119814168054e+16","{71250}"
"7.656119814170443e+16","{282860}"
"7.656119814171126e+16","{3410310}"
"7.656119814171158e+16","{3372420}"
"7.656119814171998e+16","{2794830}"
"7.65611981417231e+16","{305070}"
"7.656119814172714e+16","{344410}"
"7.656119814172907e+16","{308460}"
"7.656119814173445e+16","{349280}"
"7.656119814173925e+16","{2909110}"
"7.656119814173973e+16","{8330}"
"7.6561198141757e+16","{295730}"
"7.656119814177907e+16","{321400}"
"7.65611981417873e+16","{2280,200260}"
"7.656119814180472e+16","{345700,2880730}"
"7.656119814182035e+16","{293860}"
"7.656119814182459e+16","{3213600}"
"7.656119814184888e+16","{322290}"
"7.656119814186258e+16","{302830}"
"7.656119814189886e+16","{3472880}"
"7.656119814192955e+16","{200260}"
"7.65611981419535e+16","{338630}"
"7.656119814195717e+16","{313120}"
"7.656119814196494e+16","{2828860}"
"7.656119814197755e+16","{200260}"
"7.65611981419822e+16","{2789460}"
"7.656119814201915e+16","{2698460,2728950,2807320,2808780,2865910,2943380,2946070}"
"7.656119814202256e+16","{3283590}"
"7.65611981420236e+16","{311930}"
"7.656119814202998e+16","{3730}"
"7.65611981420302e+16","{205530}"
"7.65611981420307e+16","{296910}"
"7.656119814203275e+16","{305740}"
"7.656119814205986e+16","{300540}"
"7.656119814206083e+16","{2769210}"
"7.656119814207704e+16","{2718190}"
"7.656119814208246e+16","{253710}"
"7.656119814210699e+16","{38210}"
"7.656119814213613e+16","{2754380}"
"7.65611981421631e+16","{318260}"
"7.656119814216582e+16","{304240}"
"7.656119814216707e+16","{295870}"
"7.65611981421688e+16","{2756920}"
"7.656119814216938e+16","{2706290}"
"7.656119814217498e+16","{319780}"
"7.656119814219579e+16","{212070}"
"7.65611981422064e+16","{3160720}"
"7.656119814221389e+16","{2929130}"
"7.656119814222246e+16","{3480}"
"7.656119814222627e+16","{2280}"
"7.656119814222883e+16","{205530}"
"7.656119814226426e+16","{342190}"
"7.656119814227408e+16","{325320}"
"7.656119814228755e+16","{2776780}"
"7.656119814228808e+16","{303800}"
"7.656119814229613e+16","{296910}"
"7.656119814230717e+16","{95400}"
"7.656119814231662e+16","{304390}"
"7.656119814232046e+16","{311680}"
"7.656119814233214e+16","{350530}"
"7.656119814234296e+16","{292620}"
"7.656119814234666e+16","{2810110}"
"7.656119814234926e+16","{3620}"
"7.656119814236477e+16","{336030,2717130}"
"7.656119814240984e+16","{2716400}"
"7.656119814241374e+16","{2820880}"
"7.656119814241707e+16","{274520}"
"7.656119814244603e+16","{313390}"
"7.656119814246198e+16","{2695940}"
"7.65611981424898e+16","{3590}"
"7.656119814250493e+16","{315210}"
"7.656119814251026e+16","{17520}"
"7.656119814251443e+16","{2824670}"
"7.656119814253312e+16","{273590}"
"7.656119814253838e+16","{224260}"
"7.656119814254238e+16","{10250}"
"7.65611981425623e+16","{45760}"
"7.656119814256632e+16","{2838040}"
"7.656119814256987e+16","{3060170}"
"7.656119814257634e+16","{329310}"
"7.656119814258158e+16","{299020}"
"7.656119814258214e+16","{279070}"
"7.656119814258603e+16","{2824580}"
"7.656119814258957e+16","{2702470}"
"7.656119814259003e+16","{313200}"
"7.656119814262422e+16","{2706170}"
"7.65611981426299e+16","{2739630}"
"7.65611981426511e+16","{3376250}"
"7.65611981426692e+16","{286160}"
"7.6561198142671e+16","{276750}"
"7.656119814267267e+16","{339250,2812850}"
"7.65611981426735e+16","{39000}"
"7.656119814267451e+16","{2850380}"
"7.656119814267995e+16","{322500}"
"7.656119814268717e+16","{344300}"
"7.65611981427173e+16","{341060}"
"7.656119814271746e+16","{3011030}"
