steamid,app_id
76561197961089193,[1026070]
76561197961089481,[339280]
76561197961090045,[404460]
76561197961091423,[1010750]
76561197961091775,[378260]
76561197961092353,[998570]
76561197961093505,"[32200, 42500]"
76561197961093575,[1895880]
76561197961094048,[1024100]
76561197961094052,[2793710]
76561197961094382,"[370770, 2329490]"
76561197961096102,"[2820820, 325300]"
76561197961096197,[614830]
76561197961097976,[526870]
76561197961098168,[1260490]
76561197961099272,[1816070]
76561197961099682,[1871310]
76561197961099711,"[3011030, 2214970]"
76561197961099763,[441510]
76561197961100064,[1641960]
76561197961100395,[378490]
76561197961100841,[523050]
76561197961100895,[1063730]
76561197961103565,[2424650]
76561197961103930,[1385380]
76561197961105061,[3475600]
76561197961105476,[2457220]
76561197961107440,[932220]
76561197961109175,[314560]
76561197961112877,[2050050]
76561197961113365,[44100]
76561197961113789,[747660]
76561197961114840,[463530]
76561197961118418,[392160]
76561197961120264,[1104280]
76561197961120659,[447100]
76561197961121546,"[659870, 740280]"
76561197961121933,"[1194050, 1272120, 1334910, 1352660, 1413680, 1419130, 1424070, 1453940, 1462860, 1465500, 1479470, 1488860, 1519790]"
76561197961123003,[1233690]
76561197961123154,[2509370]
76561197961126812,[1335820]
76561197961130199,[452490]
76561197961133543,[1233780]
76561197961137772,[589640]
76561197961141880,[1042020]
76561197961142450,"[715690, 1316700]"
76561197961142541,[2095180]
76561197961142569,"[1270580, 1866880]"
76561197961143961,"[291250, 312420, 371010, 389810, 1170300]"
76561197961143980,[612160]
76561197961144556,[438300]
76561197961145530,[2088570]
76561197961146182,[569480]
76561197961146235,"[46400, 116100, 321710]"
76561197961146527,[692030]
76561197961147842,[463160]
76561197961147859,[655030]
76561197961148207,[2000890]
76561197961150231,"[298790, 1452280, 1751970]"
76561197961151504,[2414580]
76561197961152743,[503210]
76561197961153327,[2258260]
76561197961153586,[704360]
76561197961153719,[1975370]
76561197961154798,[273110]
76561197961155016,[320110]
76561197961155768,[394260]
76561197961155896,[433400]
76561197961158410,[346010]
76561197961159973,[372690]
76561197961160364,[600500]
76561197961161267,[406220]
76561197961161953,[1036260]
76561197961165670,[2898900]
76561197961166787,[355230]
76561197961167439,"[2520, 2990, 19200, 23150, 33660, 58230, 63640, 80300, 98500, 304500, 338110, 473950, 1898560]"
76561197961168393,[441510]
76561197961168631,[37800]
76561197961169128,[223710]
76561197961170086,[2828300]
76561197961172511,[1721470]
76561197961172961,[736220]
76561197961173665,[578470]
76561197961174970,"[699130, 1171690]"
76561197961175175,[1203620]
76561197961175659,[1294780]
76561197961177888,[622370]
76561197961184723,[2849680]
76561197961187823,[1724130]
76561197961189765,"[337960, 2356780]"
76561197961191937,[2512560]
76561197961193906,[774801]
76561197961194018,[1268750]
76561197961197608,[1428770]
76561197961198256,[17520]
76561197961198520,[699150]
76561197961199880,"[2782610, 335700, 439880, 982670]"
76561197961200201,[2064700]
76561197961200794,[1575940]
76561197961202710,[644420]
76561197961203626,[1196500]
76561197961204400,[610960]
76561197961210577,[290970]
76561197961210592,[2343650]
76561197961210768,[688880]
76561197961212854,[356380]
76561197961212946,[1157940]
76561197961213119,[444270]
76561197961216983,[335770]
76561197961218844,[477900]
76561197961219390,[1677110]
76561197961220996,[7620]
76561197961221067,[431730]
76561197961221430,[1145780]
76561197961223370,[1286220]
76561197961223428,[1416150]
76561197961224513,[111400]
76561197961227729,[2336330]
76561197961227923,[411680]
76561197961228001,[1198050]
76561197961228792,"[913650, 913670]"
76561197961230266,[1380900]
76561197961231036,[2207440]
76561197961232192,[2164880]
76561197961232939,[2384580]
76561197961240585,[1010750]
76561197961240767,"[636460, 914180]"
76561197961243032,"[1170950, 1914190, 1970560, 1987650, 1988430, 1994850, 2088770]"
76561197961244546,[671260]
76561197961249611,[1482430]
76561197961252011,"[316480, 1176060]"
76561197961252502,[524490]
76561197961252740,[1210800]
76561197961253990,[451650]
76561197961254227,[630630]
76561197961255187,[2464530]
76561197961255422,[3311740]
76561197961255586,[310110]
76561197961256731,"[3213720, 3440240, 277560, 288790, 291630, 348870, 377120, 950360, 1215660, 1316700, 1349940, 1574530, 1994270, 2062300, 2100200, 2119050, 2380870, 2422180]"
76561197961256804,[346330]
76561197961257287,[1473350]
76561197961258208,[438320]
76561197961259997,[2430900]
76561197961262144,[1760140]
76561197961265069,[3371240]
76561197961265904,[1967330]
76561197961266016,[1196500]
76561197961267334,[670340]
76561197961268108,[2508680]
76561197961269140,[205530]
76561197961269754,[252190]
76561197961270759,[1927520]
76561197961273825,[690640]
76561197961275725,"[80300, 110500]"
76561197961277512,[962130]
76561197961278114,"[372030, 1128690]"
76561197961280218,[282680]
76561197961285283,[202410]
76561197961285435,[1772920]
76561197961287042,[1307070]
76561197961293293,[409160]
76561197961293937,[1313140]
76561197961295800,[1988550]
76561197961295885,[2300320]
76561197961297003,[2646460]
76561197961297221,"[310110, 1545590]"
76561197961301253,"[425770, 987880]"
76561197961302435,[2187290]
76561197961303582,[2102490]
76561197961304933,[1273620]
76561197961306836,[42500]
76561197961308620,[440520]
76561197961309578,[104000]
76561197961312181,[2169270]
76561197961312561,[1944810]
76561197961314284,[2444900]
76561197961315505,"[447040, 2239550]"
76561197961316906,[2140100]
76561197961317464,[2208950]
76561197961318302,[2060670]
76561197961319333,[677620]
76561197961320489,[1239690]
76561197961320973,[2121980]
76561197961321000,"[751110, 2116950]"
76561197961322104,[202730]
76561197961323506,[2001670]
76561197961327073,[1834710]
76561197961327976,[511570]
76561197961331844,[1133870]
76561197961333072,"[1244800, 1336490]"
76561197961335600,[424590]
76561197961337701,[1155300]
76561197961344571,[298110]
76561197961347547,[1887840]
76561197961347704,[2850620]
76561197961349980,"[363900, 449760]"
76561197961350945,[1864950]
76561197961354339,[678960]
76561197961354349,"[457340, 503340]"
76561197961355153,[1107320]
76561197961355155,[343430]
76561197961355448,[204100]
76561197961359124,[491260]
76561197961364104,[684690]
76561197961364906,[969530]
76561197961366898,[100400]
76561197961367272,[736220]
76561197961367991,[687270]
76561197961373960,[2178800]
76561197961374642,"[1239080, 2343930]"
76561197961375389,[1417930]
76561197961375484,[698260]
76561197961375574,[2796180]
76561197961379695,[466560]
76561197961385515,[441770]
76561197961385752,[1018800]
76561197961386214,"[736860, 1007430]"
76561197961396512,[418240]
76561197961397228,[618270]
76561197961403441,[2820820]
76561197961406095,[1036800]
76561197961408419,[592100]
76561197961409799,[616110]
76561197961410381,[310060]
76561197961415917,[1566200]
76561197961420707,[654100]
76561197961421319,[2904000]
76561197961422532,[494960]
76561197961428290,[1324130]
76561197961428742,[1656930]
76561197961429861,[450220]
76561197961431527,[602300]
76561197961431831,[457960]
76561197961435353,[2355410]
76561197961440253,"[1235830, 1936190]"
76561197961441195,[2185060]
76561197961441722,"[425770, 436490]"
76561197961443220,[598550]
76561197961447991,"[1416720, 1568070, 1848150, 1893200, 1906130, 1918400, 1921160, 1986900, 1988880, 1990310, 1994850, 1995120, 1995470, 1998120, 2010570]"
76561197961448638,[2076810]
76561197961449046,[275850]
76561197961451321,[1780450]
76561197961451351,[1140130]
76561197961451634,"[1814490, 1884430]"
76561197961454485,[1159290]
